,id,popularity,budget,revenue,profit,original_title,director,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj
60,273481,2.487849,30000000,84025816,49703728.850359306,Sicario,Denis Villeneuve,Action|Crime|Drama|Mystery|Thriller,Lionsgate|Thunder Road Pictures|Black Label Media,1479,7.1,2015,27599987.856005296,77303716.7063646
61,166424,2.4870419999999998,120000001,167977596,44139367.978679016,Fantastic Four,Josh Trank,Action|Adventure|Science Fiction,Twentieth Century Fox Film Corporation|Marv Films|Marvel Entertainment|Constantin Film.|Moving Picture Company (MPC),1565,4.4,2015,110399952.34402,154539320.322699
62,310131,2.46449,3500000,40423945,33970014.45319358,The Witch,Robert Eggers,Mystery|Horror,Parts and Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films,700,5.8,2015,3219998.58320062,37190013.0363942
63,238713,2.404473,65000000,235666219,157012852.3943445,Spy,Paul Feig,Action|Comedy|Crime,Twentieth Century Fox Film Corporation|Chernin Entertainment|Feigco Entertainment,1840,6.9,2015,59799973.6880115,216812826.082356
64,256591,2.395366,50100000,153962963,95553883.9162911,Focus,Glenn Ficarra|John Requa,Romance|Comedy|Crime|Drama,Kramer & Sigman Films|RatPac-Dune Entertainment|Zaftig Films,1831,6.7,2015,46091979.7195289,141645863.63582
65,249070,2.354654,35000000,82347656,43559824.35367729,Hitman: Agent 47,Aleksander Bach,Action|Crime|Thriller,Twentieth Century Fox Film Corporation|Fox International Productions|Infinite Frameworks Studios|TSG Entertainment,820,5.5,2015,32199985.8320062,75759810.18568349
66,205775,2.345821,100000000,93820758,-5684900.13864401,In the Heart of the Sea,Ron Howard,Thriller|Drama|Adventure|Action|History,Imagine Entertainment|Spring Creek Productions|Warner Bros.|Roth Films|K. JAM Media,805,6.4,2015,91999959.5200178,86315059.3813738
68,312221,2.3315669999999997,35000000,137935567,94700679.9717008,Creed,Ryan Coogler,Drama,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Chartoff-Winkler Productions,1171,7.3,2015,32199985.8320062,126900665.803707
69,271718,2.31767,35000000,140795793,97332086.73388179,Trainwreck,Judd Apatow,Comedy,Universal Pictures|Fuji Television Network|Dentsu|Apatow Productions,849,6.1,2015,32199985.8320062,129532072.56588799
70,333352,2.29573,13000000,32848185,18260322.1654582,Eye in the Sky,Gavin Hood,Drama|Thriller|War,Entertainment One|Moonlighting Films|Raindog Films,265,7.2,2015,11959994.737602301,30220316.9030605
71,276907,2.28135,25000000,42972994,16535147.204535201,Legend,Brian Helgeland,Crime|Thriller,Working Title Films|Cross Creek Pictures|Anton Capital Entertainment (ACE),619,6.7,2015,22999989.8800044,39535137.0845396
73,266647,2.234573,150000000,128388320,-19882736.851595983,Pan,Joe Wright,Adventure|Family|Fantasy,Warner Bros.|Moving Picture Company (MPC)|Berlanti Productions|RatPac-Dune Entertainment,586,5.9,2015,137999939.280026,118117202.42843
76,227973,2.140199,99000000,246233113,135454404.3600614,The Peanuts Movie,Steve Martino,Adventure|Animation|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation|Feigco Entertainment,414,6.4,2015,91079959.92481759,226534364.284879
77,321741,2.121884,35000000,48623572,12533680.7251805,Concussion,Peter Landesman,Drama,Village Roadshow Pictures|Scott Free Productions|LStar Capital|The Cantillon Company|The Shuman Company,500,6.9,2015,32199985.8320062,44733666.5571867
78,296100,2.096273,25000000,52395996,25204305.230105706,The Night Before,Jonathan Levine,Comedy,Sony Pictures|Point Grey Pictures|Good Universe,363,6.1,2015,22999989.8800044,48204295.110110104
79,263472,2.0809349999999998,2500000,5214043,2496918.4613558804,Knock Knock,Eli Roth,Drama|Horror|Thriller,Universum Film (UFA)|Dragonfly Entertainment|Black Bear Pictures|Square One Entertainment|Sobras International Pictures,473,4.8,2015,2299998.98800044,4796917.44935632
80,228205,2.070708,34000000,63013281,26692206.775429,The Longest Ride,"George Tillman, Jr.",Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment,711,7.3,2015,31279986.236806,57972193.012235
81,159824,2.060162,80000000,466183544,355288704.1529697,Hotel Transylvania 2,Genndy Tartakovsky,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,919,6.8,2015,73599967.61601421,428888671.76898396
82,333348,2.055572,17000000,24000000,6439997.166401198,Love the Coopers,Jessie Nelson,Family|Comedy,Imagine Entertainment|Groundswell Productions|CBS Films,111,5.3,2015,15639993.118403,22079990.2848042
83,285783,2.049886,35000000,61181942,24087376.041554503,The Walk,Robert Zemeckis,Adventure|Drama|Thriller,TriStar Pictures|Sony Pictures Entertainment|ImageMovers,706,6.8,2015,32199985.8320062,56287361.873560704
84,290764,2.0266509999999998,11000000,1863315,-8405746.50147148,Tracers,Daniel Benmayor,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,326,5.9,2015,10119995.5472019,1714249.04573042
85,296099,2.000338,31000000,104384188,67513423.2540937,Vacation,John Francis Daley|Jonathan M. Goldstein,Adventure|Comedy,New Line Cinema|BenderSpink|David Dobkin Productions,846,6.1,2015,28519987.4512055,96033410.70529921
86,243688,1.984529,35000000,95437994,55602930.0147108,Poltergeist,Gil Kenan,Horror|Thriller,Ghost House Pictures|Vertigo Entertainment|Metro-Goldwyn-Mayer (MGM)|TSG Entertainment,589,5.0,2015,32199985.8320062,87802915.846717
87,287424,1.9800389999999999,4000000,187112,-3507855.416543615,Maggie,Henry Hobson,Horror,Lionsgate|Grindstone Entertainment Group|Silver Reel|Sly Predator|Matt Baer Films,384,5.1,2015,3679998.38080071,172142.964257095
89,181283,1.95632,50000000,3324330,-42941597.5056971,Child 44,Daniel Espinosa,Crime|Thriller,Summit Entertainment|Scott Free Productions|Worldview Entertainment,341,5.9,2015,45999979.7600089,3058382.2543117995
90,328425,1.926739,5000000,58978653,49660338.909450814,The Gift,Joel Edgerton,Thriller|Mystery,Blumhouse Productions|Blue-Tongue Films|STX Entertainment|Ahimsa Films,631,6.6,2015,4599997.97600089,54260336.885451704
91,274167,1.904898,50000000,240360392,175131483.5821471,Daddy's Home,Sean Anders,Comedy,Paramount Pictures|Gary Sanchez Productions|Good Universe|Red Granite Pictures,568,5.7,2015,45999979.7600089,221131463.342156
94,309809,1.865007,64000000,97571250,30885536.41036389,The Little Prince,Mark Osborne,Adventure|Animation|Fantasy,Onyx Films|Orange Studios|CityMation|On Entertainment|Zippcast Films,423,7.5,2015,58879974.0928114,89765510.50317529
96,298382,1.82313,11930000,18340000,5897197.405233102,The Dressmaker,Jocelyn Moorhouse,Drama,Amazon Studios|Film Art Media|Apollo Media,197,6.9,2015,10975595.1707381,16872792.5759712
97,272693,1.758618,8500000,43528634,32226329.1004152,The DUFF,Ari Sandel,Romance|Comedy,Wonderland Sound and Vision|CBS Films|Vast Entertainment,753,6.8,2015,7819996.55920151,40046325.65961671
98,283445,1.742286,10000000,52882018,39451439.20136672,Sinister 2,Ciaran Foy,Horror,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Entertainment One,331,5.5,2015,9199995.95200178,48651435.1533685
99,256961,1.73518,30000000,107597242,71389431.2286503,Paul Blart: Mall Cop 2,Andy Fickman,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Sony Pictures Home Entertainment|Sony Pictures Entertainment (SPE),422,5.3,2015,27599987.856005296,98989419.0846556
102,241251,1.6510779999999898,4000000,50163103,42470036.07318409,The Boy Next Door,Rob Cohen,Thriller,Universal Pictures|Nuyorican Productions|Blumhouse Productions|Smart Entertainment,810,3.9,2015,3679998.38080071,46150034.4539848
104,188222,1.532997,30000000,49263404,17722323.882177494,Entourage,Doug Ellin,Comedy,Warner Bros.|Closest to the Hole Productions,364,6.2,2015,27599987.856005296,45322311.73818279
105,252838,1.5100959999999999,23000000,79799880,52255866.6074187,The Wedding Ringer,Jeremy Garelick,Comedy,Miramax Films|Screen Gems|LStar Capital,446,6.5,2015,21159990.689604,73415857.2970227
106,273477,1.499614,15000000,14860766,-128095.22363809869,Scouts Guide to the Zombie Apocalypse,Christopher B. Landon,Comedy|Horror,Paramount Pictures|Oops Doughnuts Productions|Broken Road Productions|Brucks Entertainment,288,6.2,2015,13799993.9280026,13671898.704364501
107,298312,1.495112,5000000,98450062,85974019.21143152,The Visit,M. Night Shyamalan,Horror|Thriller,Blumhouse Productions|Blinding Edge Pictures,729,5.9,2015,4599997.97600089,90574017.18743241
108,261023,1.4832459999999899,53000000,99775678,43033604.825213894,Black Mass,Scott Cooper,Crime|Drama,Infinitum Nihil|Head Gear Films|Cross Creek Pictures|Free State Pictures|RatPac-Dune Entertainment,848,6.3,2015,48759978.5456094,91793583.3708233
109,336004,1.449072,8900000,50136,-8141871.297576624,Heist,Scott Mann,Crime|Action|Thriller,Emmett/Furla Films|Silver Plane Films|Mass Hysteria Entertainment|Tri Vision Pictures,233,5.4,2015,8187996.39728158,46125.099704956105
110,287903,1.448002,15000000,61548707,42824791.597091705,Krampus,Michael Dougherty,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,342,5.9,2015,13799993.9280026,56624785.5250943
111,182560,1.443406,20000000,208588,-18208091.028439887,Dark Places,Gilles Paquet-Brenner,Drama|Mystery|Thriller,Denver and Delilah Productions|Mandalay Vision|Exclusive Media Group|Hugo Productions|Cuatro Plus Films,322,5.7,2015,18399991.9040035,191900.87556361398
112,192141,1.41239,5000000,54418872,45465342.23524941,No Escape,John Erick Dowdle,Action|Thriller,Bold Films|Living Films|Brothers Dowdle Productions,519,6.7,2015,4599997.97600089,50065340.2112503
113,308639,1.40805,700000,17986781,15903831.522314075,Dope,Rick Famuyiwa,Crime|Drama|Comedy,Forest Whitaker's Significant Productions|Revolt Films|IamOTHER Entertainment,448,7.3,2015,643999.716640124,16547831.2389542
114,261392,1.3882510000000001,28000000,28208085,191438.11576730013,American Ultra,Nima Nourizadeh,Comedy|Action,Concorde Filmverleih|Likely Story|FilmNation Entertainment|Circle of Confusion|The Bridge Finance Company,695,5.9,2015,25759988.665604897,25951426.781372197
115,304357,1.388032,11000000,61619773,46570170.669124894,Woman in Gold,Simon Curtis,Drama,BBC Films|Origin Pictures,277,7.3,2015,10119995.5472019,56690166.216326796
117,266294,1.3766049999999999,30000000,105011053,69010138.39553912,Sisters,Jason Moore,Comedy,Little Stranger,399,5.9,2015,27599987.856005296,96610126.25154442
118,227719,1.360926,12000000,32248241,18628373.523515604,Project Almanac,Dean Israelite,Science Fiction|Thriller,Paramount Pictures|MTV Films|Platinum Dunes|Insurge Pictures,637,6.3,2015,11039995.1424021,29668368.665917702
120,287948,1.3558219999999999,25000000,72629670,43819277.1195181,The Transporter Refueled,Camille Delamarre,Thriller|Action|Crime,EuropaCorp,407,5.3,2015,22999989.8800044,66819266.9995225
121,201085,1.345982,55000000,74679822,18105428.27361151,Crimson Peak,Guillermo del Toro,Mystery|Thriller|Fantasy|Horror|Drama,Legendary Pictures,819,6.4,2015,50599977.7360098,68705406.0096213
123,264999,1.338481,14800000,122413057,99003968.87825339,Magic Mike XXL,Gregory Jacobs,Comedy|Drama|Music,Warner Bros.|Iron Horse Entertainment (II),501,6.3,2015,13615994.0089626,112619962.88721599
124,146301,1.338322,10000000,78099553,62651561.19331302,Paranormal Activity: The Ghost Dimension,Gregory Plotkin,Horror|Thriller,Paramount Pictures|Blumhouse Productions,267,5.0,2015,9199995.95200178,71851557.1453148
126,294016,1.316239,15000000,8235661,-6223189.14179671,Trumbo,Jay Roach,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,273,7.2,2015,13799993.9280026,7576804.78620589
127,290751,1.315266,19500000,32189727,11674543.703200798,Secret in Their Eyes,Billy Ray,Crime|Drama|Mystery,Ingenious Media|Gran Via Productions|IM Global|Route One Films,202,6.2,2015,17939992.1064034,29614535.809604198
129,228165,1.291013,74000000,311594032,218586413.2619779,The SpongeBob Movie: Sponge Out of Water,Paul Tibbitt,Family|Animation,Paramount Pictures|Nickelodeon Movies|Nickelodeon Animation Studios|United Plankton Pictures|Disruption Entertainment,533,5.7,2015,68079970.0448131,286666383.306791
131,272878,1.278928,20000000,43967255,22049864.898059502,Max,Boaz Yakin,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),214,7.0,2015,18399991.9040035,40449856.802063
135,266396,1.225325,40000000,10664749,-26988419.045095608,The Gunman,Pierre Morel,Action|Drama|Crime,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),283,5.6,2015,36799983.808007106,9811564.7629115
136,277685,1.191138,1000000,62882090,56931497.75014092,Unfriended,Levan Gabriadze,Horror|Thriller,Bazelevs Production|Blumhouse Productions,643,5.6,2015,919999.595200178,57851497.3453411
137,268920,1.178831,35000000,51680201,15345778.167857595,Hot Pursuit,Anne Fletcher,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,472,5.5,2015,32199985.8320062,47545763.999863796
138,280092,1.1647239999999999,10000000,104303851,86759504.74581791,Insidious: Chapter 3,Leigh Whannell,Drama|Horror|Thriller,Sony Pictures,610,6.3,2015,9199995.95200178,95959500.6978197
141,328589,1.142518,6000000,41387687,32556657.715070542,The Lady in the Van,Nicholas Hytner,Comedy|Drama,BBC Films|TriStar Productions,135,5.9,2015,5519997.57120106,38076655.2862716
142,228066,1.138395,40000000,34227298,-5310883.503211305,Victor Frankenstein,Paul McGuigan,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,408,5.5,2015,36799983.808007106,31489100.3047958
144,291270,1.1252389999999999,8000000,3759286,-3901455.16335973,Anomalisa,Duke Johnson|Charlie Kaufman,Animation|Comedy|Drama|Romance,Starburns Industries,259,6.7,2015,7359996.76160142,3458541.59824169
150,250124,1.03839,2000000,1477002,-481157.94829049986,The Diary of a Teenage Girl,Marielle Heller,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,186,6.8,2015,1839999.19040035,1358841.24210985
155,282984,1.0070540000000001,11000000,27391084,15079790.644892102,Irrational Man,Woody Allen,Mystery|Drama,Sony Pictures|Gravier Productions,319,6.1,2015,10119995.5472019,25199786.192094002
157,275601,0.956096,18000000,41325328,21459292.317911305,Ricki and the Flash,Jonathan Demme,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,152,5.5,2015,16559992.713603199,38019285.0315145
